page,category_index,category_name,region_poly,position,content,0
2,2,plain text,"[84, 1064, 560, 1064, 560, 1269, 84, 1269]","[82, 1174, 556, 1174, 556, 1189, 82, 1189]","['108.4 to 112.3): length of terminal phalanx of third finger, 17.6.']",
2,2,plain text,"[84, 1064, 560, 1064, 560, 1269, 84, 1269]","[82, 1194, 556, 1193, 556, 1208, 82, 1210]","['16.2 to 18.7 (17.9, 17.0 to 18.3). De la Torre (1955) observed a']",
2,2,plain text,"[84, 1064, 560, 1064, 560, 1269, 84, 1269]","[82, 1214, 561, 1212, 561, 1227, 82, 1229]",['size cline in L. nivalis such that individuals fron the northern portion'],
2,2,plain text,"[84, 1064, 560, 1064, 560, 1269, 84, 1269]","[81, 1232, 556, 1231, 556, 1245, 81, 1247]",['of the range of the species are larger than those from the south'],
2,2,plain text,"[84, 1064, 560, 1064, 560, 1269, 84, 1269]","[82, 1250, 386, 1248, 386, 1264, 82, 1266]","['Average body mass is 24 g (Davis, 1974)']",
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[122, 1280, 564, 1279, 564, 1295, 122, 1297]",['DISTRIBUTION. Leptonycteris nivalis is known from'],
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[82, 1302, 562, 1299, 562, 1314, 82, 1317]",['southern Trans-Pecos Texas southward through central and eastern'],
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[83, 1318, 562, 1318, 562, 1333, 83, 1333]","['Mexico, mostly east of the 102° meridian and south at least to']",
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[82, 1338, 564, 1337, 564, 1352, 82, 1353]","['Guerrero and Guatemala (Hoffmeister, 1957; Fig. 3). Specimens in']",
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[87, 1358, 563, 1355, 563, 1370, 87, 1373]","['the United States have been collected from the Chisos Mountains,']",
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[86, 1375, 564, 1374, 564, 1390, 86, 1391]","['Big Bend National Park, Brewster Co., Texas (Borell and Bryant,']",
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[87, 1393, 563, 1393, 563, 1408, 87, 1409]","['1942); and Chinati Mountains, Presidio Co., Texas (Mollhagen,']",
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[85, 1412, 566, 1411, 566, 1426, 85, 1428]",['1973). Although Jones and Findley (1963) reported L. nivalis from'],
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[85, 1429, 566, 1428, 566, 1444, 85, 1445]",['the Peloncillo Mountains and Guadalupe Canyon of Hidalgo Co..'],
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[86, 1451, 563, 1449, 563, 1465, 86, 1467]",['New Mexico. Findley et al. (1975) did not list this species as occurring'],
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[82, 1469, 562, 1469, 562, 1484, 82, 1485]","['in New Mexico. Rather, long-nosed bats from Hidalgo Co. are iden-']",
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[83, 1487, 561, 1488, 561, 1503, 83, 1502]",['tified as L. yerbabuenae. Peripheral collection records not included'],
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[85, 1506, 558, 1507, 558, 1523, 85, 1522]","['in Hall (1981) are: Sinaloa: 10.3mi(16.6km) W by road of Palmito,']",
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[85, 1524, 566, 1522, 566, 1538, 85, 1540]","['183 m (Baker and Cockrum, 1966): Tamaulipas: 6.5 mi(10.4 km)']",
2,2,plain text,"[85, 1282, 563, 1282, 563, 1560, 85, 1560]","[81, 1544, 566, 1542, 566, 1557, 81, 1560]",['N. 13.1 mi(21 km)W Jimenez (Baker and Cockrum. 1966): Nuevo'],
2,2,plain text,"[83, 1005, 561, 1005, 561, 1062, 83, 1062]","[83, 1005, 559, 1006, 559, 1022, 83, 1021]",['depth behind the last molar is 2.0 to 2.5 mm deeper in males than'],
2,2,plain text,"[83, 1005, 561, 1005, 561, 1062, 83, 1062]","[81, 1025, 557, 1025, 557, 1041, 81, 1041]",['in females; no other narked sexual dimorphism was found for cranial'],
2,2,plain text,"[83, 1005, 561, 1005, 561, 1062, 83, 1062]","[81, 1045, 326, 1043, 326, 1059, 81, 1060]","['features (Davis and Carter, 1962)']",
2,2,plain text,"[83, 1005, 561, 1005, 561, 1062, 83, 1062]","[324, 1044, 331, 1044, 331, 1059, 323, 1059]",[').'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[629, 1172, 629, 1179, 614, 1178, 614, 1172]",[''],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[622, 1169, 1058, 1168, 1058, 1183, 622, 1184]","['The highly protrusile tongue of L. nivalis, an adaptation for']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[918, 1176, 1059, 1174, 1059, 1191, 918, 1193]",['s. an adaptation for'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1188, 1057, 1188, 1057, 1203, 582, 1203]","['its diet of nectar and pollen, attaches to the posterior sternum (Wille,']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[583, 1207, 1057, 1205, 1057, 1220, 583, 1223]",['1954) and can be extended beyond the tip of the rostrum for'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1226, 1056, 1224, 1056, 1240, 582, 1241]","['distances as great as the length of the head (Winkelmann, 1971).']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1243, 1057, 1244, 1057, 1259, 582, 1258]",['Dorsoventrally-oriented rows of hairlike papillae cover the antero'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1264, 1058, 1262, 1058, 1277, 582, 1279]","['lateral surfaces near the tip of the tongue; a median trough, which']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[581, 1284, 1058, 1281, 1058, 1296, 582, 1299]","['is narrowest distally, lies between these fields of hairlike papillae']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[581, 1302, 1058, 1300, 1058, 1315, 581, 1317]","['(Greenbaum and Phillips, 1974). Most of the median trough is']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1319, 1058, 1320, 1058, 1335, 582, 1334]","['covered by small, bifid, compact, mechanical papillae except for a']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1339, 1057, 1339, 1057, 1354, 582, 1354]","['restricted cluster of small, horny papillae surrounding a pair of large,']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1358, 1057, 1356, 1057, 1371, 582, 1373]","['bifd, horny papillae located about 7 mm behind the tip of the tongue.']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1377, 1057, 1373, 1057, 1388, 583, 1392]",['Keratinization of tongue epithelium is greatest in the vicinity of these'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1394, 1058, 1394, 1058, 1409, 582, 1409]",['horny papillae. A midline posterior groove extends from the rear of'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[580, 1413, 1054, 1412, 1054, 1427, 580, 1428]",['the median trough towards the base of the tongue. Numerous singly'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1432, 1057, 1431, 1057, 1446, 582, 1448]","['pointed, posteriorly-directed filiform papillae lie flat against the dorsal']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1452, 1058, 1449, 1058, 1465, 582, 1468]",['and lateral surfaces of this basal section of the tongue (Greenbaum'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1469, 1057, 1469, 1057, 1485, 582, 1485]","['and Phillips, 1974). In L. sanborni, papillae in the corresponding']",
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1487, 1057, 1489, 1057, 1504, 582, 1503]",['region have a different morphology and deployment; the papillae'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[582, 1507, 1057, 1507, 1057, 1522, 582, 1523]",['have hooked ends and are lifted off of the tongue surface. There is'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[581, 1528, 1058, 1524, 1058, 1539, 581, 1543]",['a correlation of hooked papillae morphology with the absence of'],
2,2,plain text,"[583, 1164, 1059, 1164, 1059, 1552, 583, 1552]","[575, 1546, 1057, 1542, 1057, 1557, 575, 1561]",['mite infestations of the gingivae in L. sanborni Mite infestations in'],
2,2,plain text,"[581, 669, 1061, 669, 1061, 744, 581, 744]","[618, 668, 1057, 666, 1057, 682, 618, 684]",['FOSSIL RECORD. Late Pleistocene material of L. nivalis'],
2,2,plain text,"[581, 669, 1061, 669, 1061, 744, 581, 744]","[581, 688, 1057, 686, 1057, 701, 581, 703]","['has been reported from a travertine ledge in a cave, Cueva de Abra,']",
2,2,plain text,"[581, 669, 1061, 669, 1061, 744, 581, 744]","[581, 707, 1057, 704, 1057, 720, 581, 723]","['in tropical southern Tamaulipas, Mexico (Dalquest and Roth, 1970;']",
2,2,plain text,"[581, 669, 1061, 669, 1061, 744, 581, 744]","[580, 726, 1040, 721, 1040, 737, 580, 742]",['Fig. 3). The material from this site is a lower jaw without teeth.'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[622, 757, 1058, 755, 1058, 770, 622, 772]",['FORM AND FUNCTION. Leptonycteris nivalis possesses'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[581, 777, 1058, 775, 1058, 791, 581, 793]","['as many as 22 deciduous teeth:i2/l,c l/1,p2-3/2-3(Phillips,']",
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 795, 1058, 792, 1058, 808, 582, 810]",['1971). Variability in the deciduous premolar count probably results'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[581, 815, 1058, 812, 1058, 827, 581, 830]","['from the small size of the teeth, their early loss, or their reabsorption']",
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 831, 1058, 832, 1058, 847, 582, 846]",['before birth. The first upper premolars are not replaced by permanent'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[581, 850, 1058, 852, 1058, 867, 581, 865]",['teeth. The first lower premolar is the first permanent tooth to erupt;'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 869, 1058, 869, 1058, 884, 582, 885]",['it is followed by the coincidental eruption of the first upper and lower'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 890, 1058, 887, 1058, 902, 582, 905]",['molars and the outer lower incisors. The first and second upper'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[581, 908, 1058, 907, 1058, 921, 581, 923]",['premolars and the upper canines and incisors reach the functional'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 927, 1058, 926, 1058, 940, 582, 941]",['eruptive phase at about the same time. These upper teeth and the'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 945, 1058, 943, 1058, 959, 582, 960]",['second and third lower premolars erupt simultaneously. The second'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 965, 1058, 962, 1058, 977, 582, 980]",['upper and lower molars are the last permanent cheekteeth to reach'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 983, 1058, 981, 1058, 996, 582, 998]",['the occlusal plane and they erupt at the same time as the lower'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 1001, 1058, 1002, 1058, 1016, 582, 1016]",['canines. The lower inner-incisors are the last permanent teeth to'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 1020, 1058, 1020, 1058, 1035, 582, 1035]","['develop (Phillips, 1971). Agenesis of the cheekteeth is uncommon']",
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[581, 1039, 1058, 1037, 1058, 1052, 581, 1055]","['in L. nivalis, but an adult male had a congenitally-missing upper']",
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 1060, 1057, 1056, 1057, 1070, 582, 1074]","['molar. In both sexes, lower inner-incisors often fail to develop.']",
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[580, 1074, 1055, 1074, 1055, 1089, 580, 1088]",['Occasionally. males congenitally lack the second lower incisors. L'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 1096, 1058, 1094, 1058, 1109, 582, 1111]",['nivalis has a fairly high incidence of first upper premolar loss due'],
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 1115, 1058, 1112, 1058, 1127, 582, 1130]","['to infestations by oral mites (Macronyssidae). Additionally, incisors']",
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 1133, 1058, 1129, 1058, 1144, 582, 1149]","['frequently are lost, but the renaining lower teeth, except the lower']",
2,2,plain text,"[583, 760, 1060, 760, 1060, 1167, 583, 1167]","[582, 1150, 977, 1151, 977, 1166, 582, 1165]","['first and second molars, rarely are lost (Phillips, 1971).']",
2,2,plain text,"[583, 618, 1058, 618, 1058, 656, 583, 656]","[582, 616, 1057, 616, 1057, 633, 582, 633]","['Leon: Cerro Potosi near La Joha, 3,503 m (Koestner, 1941). L.']",
2,2,plain text,"[583, 618, 1058, 618, 1058, 656, 583, 656]","[581, 639, 1038, 636, 1038, 651, 581, 654]","['nivalis is rare throughout its range (Barbour and Davis, 1969).']",
2,2,plain text,"[587, 509, 1058, 509, 1058, 579, 587, 579]","[617, 507, 1058, 507, 1058, 523, 617, 523]",['FIG. 3. Distribution of Leptonycteris nivalis modified from'],
2,2,plain text,"[587, 509, 1058, 509, 1058, 579, 587, 579]","[582, 526, 1057, 527, 1057, 542, 582, 541]","['Hall (1981). Dot indicates extralimital record in Sinaloa, Mexico.']",
2,2,plain text,"[587, 509, 1058, 509, 1058, 579, 587, 579]","[582, 546, 1058, 544, 1058, 559, 582, 561]","['Star denotes locality for only known fossil, Cueva de Abra, Tamau']",
2,2,plain text,"[587, 509, 1058, 509, 1058, 579, 587, 579]","[581, 564, 679, 563, 679, 578, 582, 579]","['lipas, Mexico.']",
2,3,header,"[843, 79, 1062, 79, 1062, 98, 843, 98]","[841, 80, 1057, 78, 1057, 94, 841, 95]",['MAMMALIAN SPECIES 307'],
2,4,page number,"[83, 81, 95, 81, 95, 97, 83, 97]","[83, 80, 93, 80, 93, 94, 83, 94]",['2'],
2,6,footer,"[448, 1618, 687, 1617, 687, 1631, 448, 1631]","[461, 1615, 672, 1615, 672, 1630, 461, 1630]",['This content downloaded from'],
2,6,footer,"[397, 1630, 738, 1630, 738, 1654, 397, 1654]","[393, 1632, 745, 1632, 745, 1648, 393, 1647]","['148.202.168. 13 on Sun, 01 May 202211:11:53 UTC']",
2,6,footer,"[404, 1653, 736, 1653, 736, 1667, 404, 1667]","[413, 1650, 719, 1651, 719, 1666, 413, 1665]",['All use subject to https://about.jstor.org/terms'],
2,9,figure caption,"[84, 891, 561, 891, 561, 966, 84, 966]","[115, 892, 556, 891, 556, 907, 115, 908]","['Fig. 2. Dorsal, ventral, and lateral views of skull and lateral']",
2,9,figure caption,"[84, 891, 561, 891, 561, 966, 84, 966]","[81, 911, 557, 911, 556, 926, 81, 926]",['view of mandible of Leptonycteris nivalis (Texas Cooperative Wild.'],
2,9,figure caption,"[84, 891, 561, 891, 561, 966, 84, 966]","[362, 918, 396, 917, 396, 935, 363, 936]",['....'],
2,9,figure caption,"[84, 891, 561, 891, 561, 966, 84, 966]","[81, 929, 557, 930, 557, 946, 81, 945]","['life Collection 3556, female) from Chisos Mountains, Brewster Co..']",
2,9,figure caption,"[84, 891, 561, 891, 561, 966, 84, 966]","[82, 950, 338, 949, 338, 964, 82, 965]",['Texas. Drawings by M. A. Thomas.'],
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[121, 940, 556, 940, 556, 958, 121, 957]","['ECOLOGY, Barbour and Davis (1969:36) report the favored']",
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[80, 961, 557, 961, 557, 977, 80, 976]",['habitat of L. nivalis as the high-elevation pine-oak country (pinyon'],
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[80, 978, 557, 981, 557, 996, 80, 994]","['pine, Pinus cembroides; drooping juniper, Juniperus laccida; red.']",
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[80, 1000, 557, 999, 557, 1015, 80, 1015]","['berry juniper, J. pinchoti; gray oak, Quercus grisea; Emory oak,']",
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[80, 1019, 557, 1017, 557, 1032, 80, 1034]","['Quercus emory; Grave’s oak, 0. gravesei) from about 1,524 m in']",
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[80, 1039, 556, 1035, 557, 1050, 80, 1054]","['elevation up to snowline (Easterla, 1972). However, collection sites']",
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[80, 1056, 557, 1055, 557, 1070, 80, 1072]","['much lower than this (762, 701, and 567 m) in agave (Agave']",
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[80, 1074, 556, 1074, 556, 1088, 80, 1088]","['chisosensis, no common nsme in use; A. scabru, havard agave; and']",
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[81, 1094, 556, 1090, 556, 1105, 81, 1109]","['A. lechuguilla, lechuguilla) and desert-scrub woodlands have been']",
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[80, 1114, 556, 1109, 556, 1124, 80, 1129]","['reported (Easterla, 1972).Koestner(1941)found a colony of 10.000']",
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[80, 1131, 557, 1129, 557, 1144, 80, 1146]","['at an elevation of 3,505 m at Cerro Potosi near La Joha, Nuevo']",
3,2,plain text,"[79, 941, 560, 941, 560, 1167, 79, 1167]","[80, 1148, 116, 1149, 116, 1163, 80, 1162]",['Leon'],
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[615, 1393, 1056, 1394, 1056, 1409, 615, 1408]",['Six species of ectoparasites have been reported from L. nivalis;'],
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[580, 1411, 1052, 1412, 1052, 1427, 580, 1427]","['Periglischrus vargasi (Spintunicadae),Myodopsylla gentilis (Isch']",
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[747, 1419, 747, 1439, 729, 1439, 729, 1419]",[''],
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[720, 1420, 720, 1440, 702, 1440, 702, 1420]",['8'],
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[575, 1431, 1052, 1432, 1052, 1447, 575, 1447]","['nopsyllidae), Sternopsylla texana (Ischnopsyllidae), Basilia coryno']",
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[576, 1451, 1055, 1450, 1055, 1465, 577, 1466]","['rhini (Nycteribiidae),Trichobius sphaeronotus (Streblidae), and']",
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[575, 1467, 1053, 1468, 1053, 1483, 575, 1483]","[""Nycteriglyphus texanus (Rosensteiniidae;0'Connor et al.. 1977;""]",
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[582, 1487, 1055, 1488, 1055, 1503, 582, 1502]","['Whitaker and Easterla, 1975). N. texanus is a tiny yellow mite']",
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[576, 1507, 1051, 1506, 1051, 1521, 576, 1522]","['found in large numbers crawling on the cave walls and in guano,']",
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[576, 1525, 1050, 1524, 1050, 1539, 576, 1540]","['but not on the body of L. nivalis (Whitaker and Easterla, 1975)']",
3,2,plain text,"[579, 1396, 1056, 1396, 1056, 1560, 579, 1560]","[576, 1543, 1051, 1543, 1051, 1558, 576, 1558]",['Villa and Jimenez (1961)reported the presence of rabies virus in a'],
3,2,plain text,"[84, 119, 558, 119, 558, 267, 84, 267]","[81, 120, 556, 117, 556, 132, 81, 135]",['L. nivalis may persist because hookless. appressed papillae cannot'],
3,2,plain text,"[84, 119, 558, 119, 558, 267, 84, 267]","[81, 139, 557, 136, 557, 151, 81, 154]",['rake mites from the gums as the tongue retracts. Three other types'],
3,2,plain text,"[84, 119, 558, 119, 558, 267, 84, 267]","[81, 159, 556, 155, 557, 170, 81, 174]","['of papillae (fungiform, medial vallate, and lateral vallate) occur in']",
3,2,plain text,"[84, 119, 558, 119, 558, 267, 84, 267]","[81, 176, 557, 175, 557, 189, 81, 191]",['restricted regions of the basal half of the tongue of L. nivalis'],
3,2,plain text,"[84, 119, 558, 119, 558, 267, 84, 267]","[81, 193, 556, 192, 556, 207, 81, 208]","['(Greenbaun and Phillips, 1974). Longitudinal grooves running about']",
3,2,plain text,"[84, 119, 558, 119, 558, 267, 84, 267]","[81, 213, 556, 210, 556, 226, 81, 228]",['half the length of the tongue on each side were reported by Wille'],
3,2,plain text,"[84, 119, 558, 119, 558, 267, 84, 267]","[81, 233, 556, 229, 556, 243, 81, 248]","['(1954), but were not detected in other studies (Greenbaum and']",
3,2,plain text,"[84, 119, 558, 119, 558, 267, 84, 267]","[81, 248, 501, 248, 501, 264, 81, 264]","['Phillips、 1974; Park and Hall, 1951; Winkelnann, 1971).']",
3,2,plain text,"[80, 589, 558, 589, 558, 716, 80, 716]","[116, 587, 556, 587, 556, 602, 116, 602]","['Although L. nivalis lives in an arid environment, it has a much']",
3,2,plain text,"[80, 589, 558, 589, 558, 716, 80, 716]","[80, 606, 557, 605, 557, 620, 80, 621]",['lower than expected kidney-medulla-thickness to cortex-thickness'],
3,2,plain text,"[80, 589, 558, 589, 558, 716, 80, 716]","[80, 627, 556, 623, 556, 638, 80, 642]",['ratio and produces a dilute urine with low maximal concentrations.'],
3,2,plain text,"[80, 589, 558, 589, 558, 716, 80, 716]","[80, 644, 556, 641, 556, 656, 80, 659]","['This is due to the diet of low protein, high-water foods (Kunz. 1982).']",
3,2,plain text,"[80, 589, 558, 589, 558, 716, 80, 716]","[80, 661, 557, 662, 557, 677, 80, 676]",['Leptonycteris appears to relax its degree of thermoregulation in the'],
3,2,plain text,"[80, 589, 558, 589, 558, 716, 80, 716]","[80, 681, 557, 680, 557, 695, 80, 696]","['middle range of ambient temperatures, but majntains body heat at']",
3,2,plain text,"[80, 589, 558, 589, 558, 716, 80, 716]","[80, 700, 556, 698, 556, 714, 80, 716]","['both high and low ambient temperatures (Yalden and Morris, 1975).']",
3,2,plain text,"[582, 306, 1058, 306, 1058, 529, 582, 529]","[622, 306, 1057, 305, 1057, 321, 622, 322]",['Leptonycteris nivalis must make long migrations to ensure an'],
3,2,plain text,"[582, 306, 1058, 306, 1058, 529, 582, 529]","[582, 325, 1056, 326, 1056, 341, 582, 340]","['adequate supply of its limited diet (Humphrey and Bonaccorso,']",
3,2,plain text,"[582, 306, 1058, 306, 1058, 529, 582, 529]","[582, 343, 1057, 344, 1057, 359, 582, 358]",['1979). Migration is necessary also because L. nivalis does not'],
3,2,plain text,"[582, 306, 1058, 306, 1058, 529, 582, 529]","[582, 362, 1057, 363, 1057, 378, 582, 377]","['hibernate (Schober, 1984). Evidently, the onset of the rainy season']",
3,2,plain text,"[582, 306, 1058, 306, 1058, 529, 582, 529]","[582, 382, 1056, 380, 1056, 395, 582, 398]","['and cold weather initiates migration (Easterla, 1973). In the summer,']",
